action_id,source_id,relation,issuer
CU-ACT-0640,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0641,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0642,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0643,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0647,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0783,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0784,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0785,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0786,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0787,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0788,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0789,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0790,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0791,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0792,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0793,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0795,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0796,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0797,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0798,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0799,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0800,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0801,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0802,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0803,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0804,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0805,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0806,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0807,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0808,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0809,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0810,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0812,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0813,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0814,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0815,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0853,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0854,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0909,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0910,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0911,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0912,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0913,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0914,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0915,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0916,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0917,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0918,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0919,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0920,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0921,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0922,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0926,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0927,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0928,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0929,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0930,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0931,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0932,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0933,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0934,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0935,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0938,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0940,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0942,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0944,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0948,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0950,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0953,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0955,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0958,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0962,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0965,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1082,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1094,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1096,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1097,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1098,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1099,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1100,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1101,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1109,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1110,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1114,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1177,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1178,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1179,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1194,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1195,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1196,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1197,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1198,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1199,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1200,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1201,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1202,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1204,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1207,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1216,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1217,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1218,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1219,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1220,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1221,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1222,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1223,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1224,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1225,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1226,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1227,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1228,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1229,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1230,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1231,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1232,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1233,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1234,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1235,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1236,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1237,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1238,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1240,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1242,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1243,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1244,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1245,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1246,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1247,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1248,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1249,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1250,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1251,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1252,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1253,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1254,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1255,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1256,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1258,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1259,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1260,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1261,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1304,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1305,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1372,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1373,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1374,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1375,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1376,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1377,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1378,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1379,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1380,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1381,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1382,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1383,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1384,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1385,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1386,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1390,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1391,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1392,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1393,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1394,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1395,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1396,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1397,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1398,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1399,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1402,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1404,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1406,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1408,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1412,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1414,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1417,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1419,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1421,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1425,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1428,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1535,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1547,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1549,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1550,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1551,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1552,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1553,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1554,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1560,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1561,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1566,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1628,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1629,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1631,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1646,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1648,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1649,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1650,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1651,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1652,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1654,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1655,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1656,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1657,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1658,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1672,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1673,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1674,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1675,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1676,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1677,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1678,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1679,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1680,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1681,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1682,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1683,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1685,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1686,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1687,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1688,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1689,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1690,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1691,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1692,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1693,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1694,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1695,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1696,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1697,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1698,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1700,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1701,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1702,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1703,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1742,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1743,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1802,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1803,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1804,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1805,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1806,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1807,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1808,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1809,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1810,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
