implementation_id,implementation_type,tx_hash,block_number,block_timestamp,chain,contract_address,method_called,caller_address,caller_role,gas_used,description,issuer
CU-IMP-0014,ONCHAIN_TX,0x4cae4c11fda107f5c70b5595493aa1961ff704de65985e13fcec81dc67e86e7f,13583147,2021-11-09 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0015,ONCHAIN_TX,0x62ea0750efbcd57b05329ca06505965cdd10ded366cea04075e69c6d2c519c90,13583147,2021-11-09 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0016,ONCHAIN_TX,0x64ba5632d016ff611e77df23bc03f4c83caf9f85f090ef10b4a2f48d14fa9ef9,13583147,2021-11-09 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0017,ONCHAIN_TX,0x68bf23a3676bbefa6d6629f83704757313e26931bd0136d1db57bce662acb1a9,13583147,2021-11-09 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0018,ONCHAIN_TX,0x7f3c5f49c27fc1e54fa25c0d020925442eb5b216c4b0d61c8cdadd321e121db6,13583147,2021-11-09 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0019,ONCHAIN_TX,0xa2aa6bb426a2a4fbd2ebffaeeb20689c3d7ead16fe10b4cbbae3de5d658be416,13583147,2021-11-09 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0020,ONCHAIN_TX,0xdb2fe26d4c2467286597296abd227ffb1d54a37f682e0d8e0e71486ed0c91443,13583147,2021-11-09 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0021,ONCHAIN_TX,0x0e61e0124294e16342b207a4b07da11a8cfe83ef7d5eb9f931180b5a200ba080,13681180,2021-11-25 03:35:42.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0022,ONCHAIN_TX,0x95fca3ad759e65282072fe5f68c96d84838947f424cf0b74a4a5ef97036b8ffe,13681180,2021-11-25 03:35:42.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0023,ONCHAIN_TX,0x9d437d437f0a6bbaeaa9451b7ca7c41158ffc734e59019f56e91d6fe3628e13e,13681180,2021-11-25 03:35:42.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0024,ONCHAIN_TX,0x9f7bd158b9663dd1c58a9da260789c4c98ed0dfe2140fa65ed5cd61787d9c305,13681180,2021-11-25 03:35:42.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0025,ONCHAIN_TX,0x69569c60bb8ec7433577682961e2204186ea6b97291c807559b5feb4e70920da,13736784,2021-12-04 00:38:55.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0026,ONCHAIN_TX,0xde4f3db710b2bdd9f696a61b26ec2e9ec4c89716394bc9fcd88d82c92b448488,13864421,2021-12-23 23:35:00.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,unBlacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0027,ONCHAIN_TX,0xebb7c782461f8fdfd975334ae6494e6530ba08c8bde228b802661a1df99fd8a1,13864421,2021-12-23 23:35:00.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,unBlacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0028,ONCHAIN_TX,0x4800353df38c15bf0f095c787876607074a80c851acefed2582add3ca0bf7458,14481178,2022-03-29 12:49:03.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0029,ONCHAIN_TX,0x5906c3dac2d75f141b72baa61842a9881e9d31ee36f761ffc7059ffc86c7e452,14481178,2022-03-29 12:49:03.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0030,ONCHAIN_TX,0xe8ad0d43786851a017e21e0a3834000f4bce4095d0fff5c21c98b5385d4ea062,14481178,2022-03-29 12:49:03.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0031,ONCHAIN_TX,0x0a8a4eacb0eef53680bc299eb54e97bb64ba43baf7a5629d7f10768f531a619a,14534925,2022-04-06 22:08:55.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0032,ONCHAIN_TX,0xfa36edd16968a8a2e0a35a6131e97bd283ffd2def134c2f5b7b2cbabbd873d05,14585983,2022-04-14 21:32:53.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0033,ONCHAIN_TX,0xccc969c7fc1803de266bed1a088843ec0218e89e026a81b2dd215a9cb1c02011,14640922,2022-04-23 12:00:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0034,ONCHAIN_TX,0x34597f3bcd8a796f30764a2f1187d2153026c1796a85d6ab1aad05272212ab19,14640965,2022-04-23 12:09:30.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0035,ONCHAIN_TX,0x8a28fa4fc1e2efac90490f4358ec223dc0120fe2a36a4c61387c6ccb32931da3,14640965,2022-04-23 12:09:30.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0036,ONCHAIN_TX,0xd1e1e7ed4e8324d980852acf927199c60f7f8e26aaaaade3cc093d468d9e12ea,14640965,2022-04-23 12:09:30.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0037,ONCHAIN_TX,0xeb36b3dd5138eef4f0f13403675ca0e08dc8543a988fa7045fb55db4ae991396,14724273,2022-05-06 15:14:58.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0038,ONCHAIN_TX,0xac47ae1799c7836f33a0deabb03867d85a5949e710c4f8b5d9a071f666f11c53,14724282,2022-05-06 15:17:54.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0039,ONCHAIN_TX,0xbf3b80d9cd7fd27101e6756573679b59cf7d314ba5775e5e5357ee3b490b1669,14724282,2022-05-06 15:17:54.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0040,ONCHAIN_TX,0xe2827c3853ada53c25a3a1dd1dcebd238df8ee7866df19e61ad900d1d6df91bb,14724282,2022-05-06 15:17:54.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0041,ONCHAIN_TX,0x8cc0c781c03a1b4d943450fb3b44eaf6742fe37b05291968aff7374f0e060c68,14893596,2022-06-02 22:36:29.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0042,ONCHAIN_TX,0xc79e79b2b5ab2c0168541d3785086c5d22b0d07a9f794c351b377d3093984ba7,15130430,2022-07-12 22:00:53.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0043,ONCHAIN_TX,0x6dab4e4374253c997ac85492b4a9528d84aafcb5c89c9c8c6b410674254f829b,15130440,2022-07-12 22:03:02.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0044,ONCHAIN_TX,0x9042de723db1975b86a22bda4e71654469553caebfc22212457d9b12920ca456,15130440,2022-07-12 22:03:02.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0045,ONCHAIN_TX,0xa585dfccee450b4558d17e79fa9f851dccc9c6bbba2e598e02969b326977c419,15130440,2022-07-12 22:03:02.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0046,ONCHAIN_TX,0x2a342d79d20bbbcbca65f2dfcee7ad7ec792dc6428fdab916d8ba3305555b5a9,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0047,ONCHAIN_TX,0x31583cd0e6c702b95cfe6b4481c2073c04aecf1871fcbc9c37c790239d78906d,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0048,ONCHAIN_TX,0x33b902aa2b7bdc98f879ca3933883e5a1fc8381ea67ea70a9ddf8cc30b1bf336,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0049,ONCHAIN_TX,0x742f389ed7dd3699a0975f39632817b814e84e2b0aae297bbdbd72174649c336,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0050,ONCHAIN_TX,0x8173893cdd8a80785ef7cf72b7b7f74bb24c4a3783d025b82b1ce1b2123e710b,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0051,ONCHAIN_TX,0x8421c61b9b7a111af392ff922c6006c869e796ac45dbf3989c665811e195341a,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0052,ONCHAIN_TX,0x9acbd826ba1acf769f81908369291c0e71555bc3a1dd117f512c9dca336f4791,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0053,ONCHAIN_TX,0x9c161099d0905fff8d3faf00524be8b56cd6eef03ee2d1f8516bfb9a3b40fb3f,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0054,ONCHAIN_TX,0xa61326744a21ce8d5397831d107ee14909b3f4eaaaddbf1f3dce879a19e30dd9,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0055,ONCHAIN_TX,0xbb3e473fe62c0bc03d9ea4e9a087b041997ccac4894aafd1602353af39e93971,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0056,ONCHAIN_TX,0xc1897b822d3dada3dac6f2fe709f7d8da4e70d737e161f2376b0c0ad3b60ab24,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0057,ONCHAIN_TX,0xc67cf29fc3feb0073e98f5c341671a8e96999854e37fd876f05046f13c53af72,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0058,ONCHAIN_TX,0xc9ab65e227c5e1fb38bb8c0ccd7e08aae115080c22a7df2ab9fa55e407e877b3,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0059,ONCHAIN_TX,0xe023b1a7013cc33d4a6e5526d0d377d5f7e3277ceffd5410547fd0108c64504e,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0060,ONCHAIN_TX,0xf757bdcbe2e3ac53bd4e0c68a8df3c595543d6d71c900aa335af4887dbabfa09,15302549,2022-08-08 16:15:01.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0061,ONCHAIN_TX,0x203751465728dafd58ef23870ae7e7bf6cbdd4475c16efecff7e76a33a5390db,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0062,ONCHAIN_TX,0x2741c3c42c56e32659f599db118104f8c05098573a2017d451dfd32757db7b53,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0063,ONCHAIN_TX,0x2a3daa98bd05175e63294eddce4d037389a6691ff4da460cb4b43e2a31262121,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0064,ONCHAIN_TX,0x34c6111e065f079871f66ef8e0a0da825f93c9754822da92c64b6eb705dea3aa,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0065,ONCHAIN_TX,0x53caa091af8c28b595cce01632c190b5d6693915500a88d4c74180b9828353d0,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0066,ONCHAIN_TX,0x565471b6fab0a601e2bb70685356a4f878509629f4a44ca61e0ee9d13a3e79a9,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0067,ONCHAIN_TX,0x749583403c76eb1bef0ee9489fb50a6cb29ae7fb8231727bde57192f48931b3c,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0068,ONCHAIN_TX,0x81001817ee93a9fb398882414d6f027b0e06e17876180825740d51da67bfa070,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0069,ONCHAIN_TX,0x8394d9d2ef5b9fd47b43eb1e542c9fd8477d7a7303cafcc5b682e5170b1d7de5,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0070,ONCHAIN_TX,0x9744a2a38007ed8f1bfa1d6a72e15d1ca8abe6934f67076b450c2b320b6ed11b,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0071,ONCHAIN_TX,0xa65d4e5c557547c84fcea46bf760fd21d0252c6cb68308796b2ef3fe1eafe83a,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0072,ONCHAIN_TX,0xbb05a3256d6b4f6842f191f10f1af463e8ccd5721c3eeb939f75995231732e88,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0073,ONCHAIN_TX,0xbfa9a35ab7e3b6c2064d494c19f3a32d4108c33bf702646cfc833fc70aec5238,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0074,ONCHAIN_TX,0xdac0f7dfddc25d6df95c85d54fb4f3653ab739269d429e0970d0e47f46fcf2f1,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0075,ONCHAIN_TX,0xe8edb391d37ed9486d15cf0407833867c8dd8b47911a6264e41a1596a9250fec,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0076,ONCHAIN_TX,0xfffe5e62d5cc073d8bf445948a25ebd6810922a6dd05525666f4755aa162e89b,15302580,2022-08-08 16:19:56.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0077,ONCHAIN_TX,0x4ef74635c7cd8a7e43fddaeb71c5a9f52c58d86a6306d1b6673a117537b94ee2,15302581,2022-08-08 16:20:14.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0078,ONCHAIN_TX,0x3ce7ec1b6ee141a086735941adf596b41d49087e38808f35f50f35f59ebd1f6c,15302607,2022-08-08 16:25:25.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0079,ONCHAIN_TX,0x69d1f9f6006e6e2aca7aeabb5f2aece2d5dae9274f8f320738f26a587321f560,15302607,2022-08-08 16:25:25.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0080,ONCHAIN_TX,0x810bcb60ec7897070bda4ad289b599c7d99c26b4f4ef0bcb466053e784cf9f8c,15302607,2022-08-08 16:25:25.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0081,ONCHAIN_TX,0xafb3d6399c84e4cb06b410a8487d53634c2dc8ab500a12ecd7d15cca9d50b826,15302607,2022-08-08 16:25:25.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0082,ONCHAIN_TX,0x3ae29e19067eaf2a028254d570164a34ec3dc07b712847c5c08da1e84da2eb0c,15302766,2022-08-08 17:00:57.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0083,ONCHAIN_TX,0x692c4c53bde8008fcc1f770d9b7cb99202a7b8b23540611b90589c0e0d90b5e5,15302766,2022-08-08 17:00:57.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0084,ONCHAIN_TX,0xe95cf40d0cdcb75d240db166b5e117bd881c33c56a42943b7d40600c18989231,15329663,2022-08-12 22:27:02.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0085,ONCHAIN_TX,0x137e94a4bd8ca34dba6fda0ebfc78237c8b5245fbb5b4f12356f0db4a3a15029,15540279,2022-09-15 16:27:47.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0086,ONCHAIN_TX,0xee82fb6a24ffe27d2bcd4bf3b0ea186c02e22abcf87a5e0222983acfed239363,15540279,2022-09-15 16:27:47.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0087,ONCHAIN_TX,0x445a23f4e2947e81bf849ffd993617a8d119256234b0b1ce6c9bd32ed7ae8d7b,15540832,2022-09-15 18:20:23.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0088,ONCHAIN_TX,0x2552ed6c6152907413f71b7b18e9cdd379b6730bdceaefe22ed7b3c2c69cd37d,15649161,2022-09-30 22:32:59.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0089,ONCHAIN_TX,0x9f63e2362bc319b6167120bbdec737e60216519d787c323b3465db6af5971d10,15649162,2022-09-30 22:33:11.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0090,ONCHAIN_TX,0x5ea742c33f82662d8b68455abcf5605051a6ca24073b3bae84a00c1d38cd9f86,15692969,2022-10-07 01:34:35.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0091,ONCHAIN_TX,0x342aa7eab60bd9a2e5d686dce6b4f05fc003d34a782d4180ca17ad2194bac63c,15941674,2022-11-10 19:21:59.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
CU-IMP-0092,ONCHAIN_TX,0x650c6ea3d921cfe86e4f13732bf1c6b288883e576453452acb6df6be08d568e5,15941675,2022-11-10 19:22:11.000 UTC,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,blacklist(address),,BLACKLISTER,,,Circle
